City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Mbabane,-26.32,31.13,50.0,100,0,1.12,SZ,2020-06-20 01:35:35
282,Haines Junction,60.75,-137.51,66.09,33,100,5.21,CA,2020-06-20 01:35:35
283,Aklavik,68.22,-135.01,53.6,87,90,5.82,CA,2020-06-20 01:35:35
284,Pozo Colorado,-23.49,-58.8,76.48,57,0,8.19,PY,2020-06-20 01:35:35
285,Grand Island,40.92,-98.34,71.6,64,90,5.82,US,2020-06-20 01:33:47
286,Ippy,6.27,21.22,68.9,97,100,1.83,CF,2020-06-20 01:35:36
287,Buchanan,5.88,-10.05,76.8,86,100,3.02,LR,2020-06-20 01:35:36
288,Ketchikan,55.34,-131.65,55.4,93,90,16.11,US,2020-06-20 01:35:36
289,Walvis Bay,-22.96,14.51,69.8,22,0,4.7,NA,2020-06-20 01:35:36
290,Yerbogachen,61.28,108.01,71.51,43,1,3.85,RU,2020-06-20 01:35:36
291,Talcahuano,-36.72,-73.12,53.6,100,75,4.7,CL,2020-06-20 01:35:37
292,Khowst,33.38,69.88,84.27,20,6,2.26,AF,2020-06-20 01:35:37
293,Necochea,-38.55,-58.74,46.99,81,0,4.0,AR,2020-06-20 01:35:37
294,Shingu,33.73,135.98,75.2,69,75,8.05,JP,2020-06-20 01:35:37
295,Mitsamiouli,-11.38,43.28,78.12,72,96,17.72,KM,2020-06-20 01:35:38
296,Mangrol,21.12,70.12,85.35,77,48,16.11,IN,2020-06-20 01:35:38
297,Aksarka,66.56,67.8,52.54,50,100,12.44,RU,2020-06-20 01:34:49
298,Bardiyah,31.76,25.09,70.7,71,0,12.44,LY,2020-06-20 01:35:38
299,Kavaratti,10.57,72.64,84.25,75,99,14.65,IN,2020-06-20 01:35:39
300,Kaitangata,-46.28,169.85,49.42,76,52,6.38,NZ,2020-06-20 01:34:38
301,North Bend,43.41,-124.22,63.0,82,1,9.17,US,2020-06-20 01:35:39
302,Chardara,41.25,67.97,76.57,28,0,2.62,KZ,2020-06-20 01:35:39
303,Narsaq,60.92,-46.05,42.8,70,98,9.17,GL,2020-06-20 01:35:39
304,Kahului,20.89,-156.47,84.2,54,40,14.99,US,2020-06-20 01:35:40
305,Mosquera,4.71,-74.23,59.0,72,75,9.17,CO,2020-06-20 01:31:04
306,Kutum,14.2,24.67,74.07,26,13,8.3,SD,2020-06-20 01:35:40
307,Nobres,-14.72,-56.33,73.63,60,61,5.35,BR,2020-06-20 01:35:40
308,Plunge,55.91,21.84,64.4,93,6,4.7,LT,2020-06-20 01:35:41
309,Warragul,-38.17,145.93,63.0,86,0,4.36,AU,2020-06-20 01:35:41
310,Saint-Augustin,51.23,-58.65,45.19,93,100,8.23,CA,2020-06-20 01:35:41
311,Pisco,-13.7,-76.22,63.0,88,0,11.41,PE,2020-06-20 01:35:41
312,Nuqui,5.71,-77.27,79.56,83,100,5.12,CO,2020-06-20 01:35:42
313,Yeppoon,-23.13,150.73,69.8,64,90,10.29,AU,2020-06-20 01:35:42
314,Coahuayana,18.73,-103.68,79.27,74,25,2.04,MX,2020-06-20 01:35:42
315,Grootfontein,-19.57,18.12,41.23,66,6,4.7,NA,2020-06-20 01:35:42
316,Minna,9.61,6.56,78.8,88,91,3.36,NG,2020-06-20 01:35:43
317,Saldanha,-33.01,17.94,60.8,82,99,3.36,ZA,2020-06-20 01:35:43
318,Tura,25.52,90.22,76.48,90,99,4.07,IN,2020-06-20 01:35:43
319,Shelton,41.32,-73.09,73.4,78,20,8.05,US,2020-06-20 01:35:44
320,Yafran,32.06,12.53,84.63,14,0,20.58,LY,2020-06-20 01:35:44
321,Jalu,29.03,21.55,78.66,25,0,8.08,LY,2020-06-20 01:35:44
322,Bengkulu,-3.8,102.27,80.8,71,44,1.01,ID,2020-06-20 01:35:05
323,Goundi,9.36,17.37,74.68,89,92,5.48,TD,2020-06-20 01:35:45
324,Torbay,47.67,-52.73,44.01,100,90,8.05,CA,2020-06-20 01:35:45
325,Mayumba,-3.43,10.66,71.96,92,0,3.02,GA,2020-06-20 01:35:45
326,Bathsheba,13.22,-59.52,78.8,88,75,14.99,BB,2020-06-20 01:34:33
327,San Antonio,29.42,-98.49,84.99,65,1,12.75,US,2020-06-20 01:35:00
328,Namibe,-15.2,12.15,70.57,56,0,3.15,AO,2020-06-20 01:35:46
329,Wanaka,-44.7,169.15,37.99,85,51,1.99,NZ,2020-06-20 01:35:46
330,Bose,45.46,8.01,61.0,66,0,5.82,IT,2020-06-20 01:35:46
331,Goure,13.98,10.27,84.0,52,7,5.99,NE,2020-06-20 01:35:46
332,Ust-Barguzin,53.45,108.98,57.33,43,100,5.5,RU,2020-06-20 01:35:47
333,Xichang,27.9,102.26,72.75,73,99,3.56,CN,2020-06-20 01:35:47
334,Kinsale,51.71,-8.53,48.0,100,41,4.7,IE,2020-06-20 01:31:03
335,Riohacha,11.54,-72.91,82.18,74,96,11.99,CO,2020-06-20 01:35:47
336,Moron,-34.65,-58.62,55.99,98,0,2.48,AR,2020-06-20 01:35:48
337,Charagua,-19.8,-63.22,64.65,86,0,3.87,BO,2020-06-20 01:35:48
338,Vanimo,-2.67,141.3,85.32,71,42,3.2,PG,2020-06-20 01:35:48
339,Taoudenni,22.68,-3.98,95.02,18,36,3.6,ML,2020-06-20 01:35:48
340,Manggar,-2.88,108.27,79.79,86,100,14.34,ID,2020-06-20 01:35:49
341,Tautira,-17.73,-149.15,84.2,70,75,9.17,PF,2020-06-20 01:35:49
342,Esperance,-33.87,121.9,50.0,93,90,5.82,AU,2020-06-20 01:35:49
343,Qiyang,26.59,111.85,84.87,76,90,2.48,CN,2020-06-20 01:33:14
344,Saint-Francois,46.42,3.91,51.8,81,85,2.24,FR,2020-06-20 01:34:50
345,Naze,28.37,129.48,78.8,83,75,3.36,JP,2020-06-20 01:35:50
346,Dadu,26.73,67.78,89.46,52,0,12.35,PK,2020-06-20 01:35:50
347,Monrovia,6.3,-10.8,75.38,90,100,1.7,LR,2020-06-20 01:35:50
348,Tilichiki,60.47,166.1,59.34,69,6,8.32,RU,2020-06-20 01:35:50
349,Maumere,-8.62,122.21,81.99,70,43,7.56,ID,2020-06-20 01:35:51
350,Thiruvananthapuram,8.48,76.92,80.6,83,75,4.7,IN,2020-06-20 01:35:51
351,Talnakh,69.49,88.4,44.6,93,75,15.66,RU,2020-06-20 01:35:51
352,Taitung,22.76,121.14,89.6,62,40,2.24,TW,2020-06-20 01:35:51
353,Dzhebariki-Khaya,62.22,135.8,81.19,40,0,2.84,RU,2020-06-20 01:35:52
354,Mandurah,-32.55,115.7,52.0,93,0,15.03,AU,2020-06-20 01:35:52
355,Port Lincoln,-34.73,135.87,55.98,60,41,23.47,AU,2020-06-20 01:34:58
356,Muli,2.92,73.57,83.41,77,4,10.67,MV,2020-06-20 01:35:52
357,Sao Joao Da Barra,-21.64,-41.05,71.76,90,73,11.27,BR,2020-06-20 01:34:01
358,Cody,44.53,-109.06,69.01,40,1,8.05,US,2020-06-20 01:35:53
359,Bandarbeyla,9.49,50.81,83.89,55,100,23.85,SO,2020-06-20 01:35:53
360,Tubuala,9.52,-79.03,77.0,88,75,3.36,PA,2020-06-20 01:35:53
361,Quatre Cocos,-20.21,57.76,71.6,68,40,14.99,MU,2020-06-20 01:34:55
362,Muros,42.78,-9.06,62.01,91,61,1.99,ES,2020-06-20 01:35:54
363,Buala,-8.14,159.59,84.47,74,99,5.59,SB,2020-06-20 01:35:54
364,Hasaki,35.73,140.83,81.0,69,40,3.36,JP,2020-06-20 01:35:54
365,Karratha,-20.74,116.85,77.97,29,0,20.04,AU,2020-06-20 01:35:54
366,Catabola,-12.15,17.28,46.47,66,0,2.8,AO,2020-06-20 01:35:54
367,Siva,29.2,25.52,71.02,40,0,4.23,EG,2020-06-20 01:35:55
368,Emerald,-23.53,148.17,69.8,56,40,9.17,AU,2020-06-20 01:35:55
369,Innisfail,-17.53,146.03,70.43,81,95,9.1,AU,2020-06-20 01:35:56
370,Lata,40.16,-8.33,60.01,85,0,2.75,PT,2020-06-20 01:34:41
371,Chippewa Falls,44.94,-91.39,72.0,60,1,3.36,US,2020-06-20 01:32:03
372,Olenegorsk,68.15,33.3,43.16,74,95,6.82,RU,2020-06-20 01:35:56
373,Beringovskiy,63.05,179.32,50.58,49,100,3.29,RU,2020-06-20 01:35:25
374,Nalut,30.33,10.85,85.19,13,0,16.75,LY,2020-06-20 01:35:57
375,Tomatlan,19.93,-105.25,78.6,65,0,2.19,MX,2020-06-20 01:35:57
376,Kirsanov,52.65,42.72,59.31,85,0,4.41,RU,2020-06-20 01:35:57
377,Millet,53.1,-113.47,69.8,35,75,4.88,CA,2020-06-20 01:35:57
378,Aykhal,66.0,111.5,69.8,46,0,6.71,RU,2020-06-20 01:35:57
379,Longyearbyen,78.22,15.64,41.0,75,20,10.29,SJ,2020-06-20 01:35:58
380,Port Hedland,-20.32,118.57,77.0,31,0,20.8,AU,2020-06-20 01:31:34
381,Puerto Del Rosario,28.5,-13.86,71.6,73,8,19.46,ES,2020-06-20 01:35:58
382,Tacarigua,10.09,-67.92,72.36,89,100,2.15,VE,2020-06-20 01:35:58
383,Tyrma,50.08,132.17,72.93,47,28,2.57,RU,2020-06-20 01:35:59
384,Canon City,38.44,-105.24,62.6,67,75,6.93,US,2020-06-20 01:35:59
385,Redwater,33.36,-94.25,84.99,54,1,3.36,US,2020-06-20 01:35:59
386,Hamilton,39.18,-84.53,81.0,54,75,5.82,US,2020-06-20 01:32:49
387,Xuanhua,40.61,115.04,81.97,36,0,5.53,CN,2020-06-20 01:35:59
388,Tonantins,-2.87,-67.8,73.38,97,92,1.05,BR,2020-06-20 01:36:00
389,Kloulklubed,7.04,134.26,86.0,74,75,6.93,PW,2020-06-20 01:36:00
390,Winburg,-28.52,27.01,34.45,87,0,0.67,ZA,2020-06-20 01:34:04
391,Kayerkan,69.35,87.76,44.6,93,75,15.66,RU,2020-06-20 01:36:00
392,Ekhabi,53.51,142.97,47.21,87,100,5.84,RU,2020-06-20 01:36:01
393,Freudenstadt,48.43,8.42,55.0,10,43,2.21,DE,2020-06-20 01:36:01
394,Alice Springs,-23.7,133.88,60.8,42,0,14.99,AU,2020-06-20 01:35:08
395,Guerrero Negro,27.98,-114.06,65.66,75,0,18.72,MX,2020-06-20 01:36:01
396,Kendari,-3.94,122.5,80.06,88,100,3.94,ID,2020-06-20 01:36:02
397,Pombas,17.15,-25.02,75.2,73,40,20.8,CV,2020-06-20 01:36:02
398,Beidao,34.57,105.89,71.96,60,98,4.63,CN,2020-06-20 01:36:02
399,Edmundston,47.37,-68.33,80.6,32,1,9.17,CA,2020-06-20 01:36:03
400,Ganeasa,44.48,26.28,66.99,93,2,2.24,RO,2020-06-20 01:36:03
401,Sri Aman,1.24,111.46,77.0,94,20,4.7,MY,2020-06-20 01:36:03
402,Mao,39.89,4.27,64.4,88,0,5.82,ES,2020-06-20 01:36:04
403,Tonj,7.27,28.68,71.51,91,83,3.74,SS,2020-06-20 01:36:04
404,Shagonar,51.53,92.8,64.45,51,0,1.39,RU,2020-06-20 01:36:04
405,Durban,-29.86,31.03,57.99,87,0,2.24,ZA,2020-06-20 01:33:09
406,Tigil,57.8,158.67,66.45,58,61,12.01,RU,2020-06-20 01:36:05
407,Jiangyou,31.77,104.72,80.56,62,99,5.08,CN,2020-06-20 01:36:05
408,Tucuma,-0.18,-50.05,75.69,91,8,5.73,BR,2020-06-20 01:36:05
409,Ulaanbaatar,47.91,106.88,66.2,55,20,8.95,MN,2020-06-20 01:35:21
410,Borogontsy,62.67,131.17,81.68,35,19,3.98,RU,2020-06-20 01:36:06
411,Gondanglegi,-7.75,112.01,81.7,74,35,13.62,ID,2020-06-20 01:36:06
412,Solwezi,-12.17,26.39,45.27,93,17,4.41,ZM,2020-06-20 01:36:06
413,Kumbo,6.2,10.67,58.17,96,100,2.39,CM,2020-06-20 01:36:06
414,Havre-Saint-Pierre,50.23,-63.6,51.8,93,90,11.41,CA,2020-06-20 01:36:07
415,San Patricio,19.22,-104.7,84.2,74,5,9.17,MX,2020-06-20 01:34:35
416,Bako,5.78,36.57,61.93,92,88,1.97,ET,2020-06-20 01:36:07
417,Trincomalee,8.57,81.23,83.43,73,84,17.63,LK,2020-06-20 01:36:07
418,Caravelas,-17.71,-39.25,72.23,89,16,5.12,BR,2020-06-20 01:36:07
419,Adre,13.47,22.2,77.67,68,100,6.06,TD,2020-06-20 01:36:08
420,Qinhuangdao,39.93,119.59,85.91,36,0,13.53,CN,2020-06-20 01:36:08
421,Ulaangom,49.98,92.07,66.76,41,87,4.72,MN,2020-06-20 01:36:08
422,Maragogi,-9.01,-35.22,76.21,84,12,12.71,BR,2020-06-20 01:36:08
423,Ystad,55.43,13.82,64.4,93,90,3.36,SE,2020-06-20 01:36:09
424,Davydovo,55.61,38.86,64.4,93,75,8.95,RU,2020-06-20 01:36:09
425,Mount Isa,-20.73,139.5,75.2,38,0,10.29,AU,2020-06-20 01:34:49
426,Leshukonskoye,64.9,45.76,43.23,71,98,12.03,RU,2020-06-20 01:36:09
427,Cockburn Town,21.46,-71.14,82.51,81,0,20.27,TC,2020-06-20 01:34:54
428,Moissala,8.34,17.77,72.27,93,100,4.18,TD,2020-06-20 01:36:10
429,Linxia,35.6,103.21,74.21,45,0,0.38,CN,2020-06-20 01:36:10
430,Toora-Khem,52.47,96.11,64.62,47,0,3.42,RU,2020-06-20 01:36:10
431,Bukachacha,52.98,116.92,70.0,34,0,3.8,RU,2020-06-20 01:36:10
432,Zyryanka,65.75,150.85,90.57,19,0,1.86,RU,2020-06-20 01:36:10
433,Port Hardy,50.7,-127.42,64.4,82,90,5.82,CA,2020-06-20 01:36:11
434,Mantua,45.17,10.78,57.99,91,2,3.62,IT,2020-06-20 01:36:11
435,Hima,0.3,30.18,64.54,73,11,1.12,UG,2020-06-20 01:36:11
436,Hasanabad,36.55,61.05,69.8,32,0,2.24,IR,2020-06-20 01:36:11
437,Lethem,3.38,-59.8,76.23,87,75,6.06,GY,2020-06-20 01:36:12
438,Eidfjord,60.47,7.07,52.0,85,93,7.0,NO,2020-06-20 01:34:37
439,Bokoro,12.38,17.06,83.68,52,82,5.95,TD,2020-06-20 01:36:12
440,Kathu,7.92,98.33,82.4,83,20,2.24,TH,2020-06-20 01:36:12
441,Massakory,13.0,15.73,84.9,57,87,13.0,TD,2020-06-20 01:36:13
442,Itoman,26.12,127.67,87.8,79,75,14.99,JP,2020-06-20 01:36:13
443,Nanortalik,60.14,-45.24,38.68,92,100,11.48,GL,2020-06-20 01:34:43
444,Alofi,-19.06,-169.92,78.8,61,20,14.99,NU,2020-06-20 01:36:13
445,Shitanjing,39.23,106.34,75.85,36,83,9.04,CN,2020-06-20 01:36:14
446,Ahuimanu,21.44,-157.84,84.2,51,75,17.22,US,2020-06-20 01:36:14
447,Mayo,38.89,-76.51,75.2,78,75,11.41,US,2020-06-20 01:36:14
448,Pangnirtung,66.15,-65.71,40.26,71,3,2.8,CA,2020-06-20 01:36:14
449,La Rioja,42.25,-2.5,59.0,82,12,6.93,ES,2020-06-20 01:35:27
450,Sao Paulo De Olivenca,-3.38,-68.87,71.82,98,92,1.92,BR,2020-06-20 01:36:15
451,Sinnamary,5.38,-52.95,78.51,86,25,8.28,GF,2020-06-20 01:36:15
452,Katobu,-4.94,122.53,82.35,78,98,10.16,ID,2020-06-20 01:36:15
453,San Clemente,33.43,-117.61,69.01,79,100,1.01,US,2020-06-20 01:36:15
454,Wanning,18.8,110.4,86.68,74,99,10.85,CN,2020-06-20 01:35:11
455,Bogorodskoye,56.55,37.88,64.44,95,65,3.0,RU,2020-06-20 01:36:16
456,Rocha,-34.48,-54.33,52.45,90,87,4.83,UY,2020-06-20 01:33:26
457,Nantucket,41.28,-70.1,64.99,93,90,6.93,US,2020-06-20 01:36:17
458,Dutlwe,-23.98,23.9,44.56,79,0,6.64,BW,2020-06-20 01:36:17
459,Rosarito,32.33,-117.03,69.01,72,40,9.17,MX,2020-06-20 01:36:17
460,Dinanagar,32.15,75.47,94.14,19,2,8.14,IN,2020-06-20 01:36:17
461,Estelle,29.85,-90.11,84.0,61,20,3.36,US,2020-06-20 01:36:18
462,Nyurba,63.28,118.33,77.74,42,4,4.45,RU,2020-06-20 01:35:33
463,Plymouth,41.83,-70.83,71.6,73,1,9.17,US,2020-06-20 01:36:18
464,Lodja,-3.48,23.43,68.83,61,11,0.22,CD,2020-06-20 01:36:18
465,Marbella,36.52,-4.89,66.2,88,0,3.36,ES,2020-06-20 01:36:19
466,Solnechnyy,50.72,136.63,52.45,82,99,6.2,RU,2020-06-20 01:36:19
467,Dauriya,49.93,116.87,73.53,46,100,7.67,RU,2020-06-20 01:36:19
468,Kuandian,40.73,124.78,75.74,66,1,8.57,CN,2020-06-20 01:36:20
469,Abha,18.22,42.51,69.8,49,81,2.98,SA,2020-06-20 01:36:20
470,Sudbury,46.49,-80.99,73.4,53,5,6.93,CA,2020-06-20 01:32:07
471,Alexandria,31.22,29.96,73.4,83,20,9.17,EG,2020-06-20 01:36:20
472,Pochutla,15.74,-96.47,82.0,86,100,1.52,MX,2020-06-20 01:36:21
473,Saint Anthony,45.02,-93.22,73.99,49,1,5.82,US,2020-06-20 01:35:06
474,Rovnoye,50.78,46.05,62.29,78,0,8.03,RU,2020-06-20 01:36:21
475,Coutances,49.05,-1.43,59.0,93,76,6.93,FR,2020-06-20 01:36:21
476,Nago,26.59,127.98,87.8,79,20,21.92,JP,2020-06-20 01:36:21
477,Ballina,-28.87,153.57,64.99,72,90,8.05,AU,2020-06-20 01:36:22
478,Olafsvik,64.89,-23.71,49.14,76,100,14.38,IS,2020-06-20 01:36:22
479,Ladozhskaya,45.31,39.94,66.0,93,96,6.71,RU,2020-06-20 01:36:22
480,Mahibadhoo,3.78,72.97,83.77,76,52,9.78,MV,2020-06-20 01:36:22
481,Effingham,32.37,-81.33,73.4,88,40,6.93,US,2020-06-20 01:36:23
482,Ulverstone,-41.15,146.17,55.99,71,100,4.0,AU,2020-06-20 01:36:23
483,Camopi,3.17,-52.32,72.9,97,60,1.66,GF,2020-06-20 01:36:23
484,Inongo,-1.95,18.27,68.0,67,35,2.28,CD,2020-06-20 01:36:24
485,Zschopau,50.75,13.07,59.0,93,100,1.99,DE,2020-06-20 01:36:19
486,Liuzhou,24.31,109.39,85.5,75,67,14.18,CN,2020-06-20 01:36:24
487,Guanare,9.04,-69.74,74.1,95,88,2.82,VE,2020-06-20 01:36:24
488,Dibulla,11.27,-73.31,81.21,77,97,12.24,CO,2020-06-20 01:36:25
489,Kanlagay,5.88,121.29,86.02,67,99,2.89,PH,2020-06-20 01:36:25
490,Sivas,39.79,37.0,50.0,100,75,6.93,TR,2020-06-20 01:36:25
491,Swellendam,-34.02,20.44,51.8,93,86,2.62,ZA,2020-06-20 01:36:25
492,Pangkalanbuun,-2.68,111.62,82.71,75,51,3.49,ID,2020-06-20 01:36:26
493,Bluffton,32.24,-80.86,75.99,94,1,5.08,US,2020-06-20 01:31:43
494,Jiblah,13.92,44.15,68.85,45,8,2.86,YE,2020-06-20 01:36:26
495,Dudinka,69.41,86.18,44.6,93,75,15.66,RU,2020-06-20 01:36:26
496,Tucuman,-26.82,-65.22,51.8,76,1,5.82,AR,2020-06-20 01:36:26
497,Hope,33.67,-93.59,88.0,51,18,5.37,US,2020-06-20 01:36:27
498,Singaparna,-7.35,108.11,75.99,83,84,3.47,ID,2020-06-20 01:36:27
499,Ahipara,-35.17,173.17,58.1,83,100,11.72,NZ,2020-06-20 01:36:27
500,Pemba,-12.97,40.52,69.8,88,20,8.05,MZ,2020-06-20 01:33:14
501,Elko,41.0,-115.5,78.8,15,1,6.93,US,2020-06-20 01:36:28
502,Olinda,-8.01,-34.86,80.6,74,40,12.75,BR,2020-06-20 01:36:28
503,Iskateley,67.68,53.15,41.4,88,100,22.64,RU,2020-06-20 01:36:28
504,Anshun,26.25,105.93,72.73,85,79,16.73,CN,2020-06-20 01:36:28
505,Altagracia De Orituco,9.86,-66.38,71.85,94,99,4.27,VE,2020-06-20 01:36:29
506,Manakara,-22.13,48.02,67.01,85,98,2.21,MG,2020-06-20 01:36:29
507,Oranjemund,-28.55,16.43,59.86,56,0,2.86,NA,2020-06-20 01:36:29
508,Alanya,36.54,32.0,75.97,52,0,5.73,TR,2020-06-20 01:36:29
509,Novokayakent,42.39,47.99,69.8,52,0,8.95,RU,2020-06-20 01:36:29
510,Masterton,-40.96,175.66,61.0,93,100,5.84,NZ,2020-06-20 01:36:30
511,Bonavista,48.65,-53.11,44.13,94,100,8.12,CA,2020-06-20 01:35:02
512,Karatau,43.17,70.47,68.77,37,0,5.06,KZ,2020-06-20 01:36:30
513,Sambava,-14.27,50.17,72.25,95,100,13.69,MG,2020-06-20 01:36:30
514,Ucluelet,48.93,-125.55,62.01,100,90,4.7,CA,2020-06-20 01:34:36
515,Gao,16.64,1.64,91.76,28,71,5.88,ML,2020-06-20 01:31:34
516,Ulladulla,-35.35,150.47,66.2,52,1,3.36,AU,2020-06-20 01:36:31
517,North Adams,42.7,-73.11,71.6,68,1,4.0,US,2020-06-20 01:36:32
518,Senhora Da Hora,41.19,-8.65,61.0,93,20,2.93,PT,2020-06-20 01:36:32
519,Altar,30.7,-111.82,93.0,11,0,4.0,MX,2020-06-20 01:36:32
520,Hoquiam,46.98,-123.89,63.0,82,20,4.7,US,2020-06-20 01:36:32
521,Idrinskoye,54.37,92.14,63.73,77,14,4.68,RU,2020-06-20 01:36:32
522,Sept-Iles,50.2,-66.38,55.0,81,90,10.29,CA,2020-06-20 01:36:17
523,Tagusao,9.19,117.81,86.49,62,78,0.81,PH,2020-06-20 01:36:33
524,Chalinze,-6.64,38.35,65.5,91,0,4.12,TZ,2020-06-20 01:36:33
525,Humaita,-7.51,-63.02,77.04,74,19,2.26,BR,2020-06-20 01:36:34
526,Nazira,26.92,94.73,80.6,94,90,3.36,IN,2020-06-20 01:36:34
527,Pontes E Lacerda,-15.23,-59.34,72.52,70,100,2.95,BR,2020-06-20 01:36:34
528,Port Augusta,-32.5,137.77,59.0,67,28,14.99,AU,2020-06-20 01:36:34
529,Governador Valadares,-18.85,-41.95,69.37,89,91,2.06,BR,2020-06-20 01:36:34
530,Mersing,2.43,103.84,77.0,94,40,4.7,MY,2020-06-20 01:36:35
531,La Palma,33.85,-118.05,73.4,56,1,9.17,US,2020-06-20 01:36:35
532,Raudeberg,61.99,5.14,60.8,93,34,6.93,NO,2020-06-20 01:36:35
533,Makakilo City,21.35,-158.09,84.2,54,75,10.29,US,2020-06-20 01:35:50
534,Mahon,39.89,4.27,64.4,88,0,5.82,ES,2020-06-20 01:36:36
535,Santo Antonio Do Leverger,-15.87,-56.08,78.8,54,36,4.7,BR,2020-06-20 01:36:36
536,Aberdeen,57.14,-2.1,55.0,100,90,2.24,GB,2020-06-20 01:36:36
537,San Quintin,30.48,-115.95,65.03,74,0,12.37,MX,2020-06-20 01:36:36
538,Bulgan,48.81,103.53,61.47,74,70,6.06,MN,2020-06-20 01:36:37
539,Warren,39.43,-84.17,84.2,51,1,0.43,US,2020-06-20 01:36:37
540,Gilbues,-9.83,-45.34,68.2,53,0,2.39,BR,2020-06-20 01:36:37
541,Wentzville,38.81,-90.85,79.0,74,100,2.15,US,2020-06-20 01:36:37
542,Koberice,49.99,18.05,62.01,92,100,3.31,CZ,2020-06-20 01:36:38
543,Sandovo,58.46,36.41,54.93,96,45,8.75,RU,2020-06-20 01:36:38
544,Villa Carlos Paz,-31.42,-64.5,53.01,61,0,9.17,AR,2020-06-20 01:36:38
545,Guskhara,23.5,87.75,88.7,65,14,6.17,IN,2020-06-20 01:36:38
546,Clarence Town,-32.58,151.78,63.0,82,29,8.05,AU,2020-06-20 01:36:39
547,Sangar,63.92,127.47,76.48,41,72,6.38,RU,2020-06-20 01:36:39
548,Saint-Denis,48.92,2.33,63.0,87,99,2.24,FR,2020-06-20 01:36:39
549,Belaya Gora,68.53,146.42,90.34,17,69,10.63,RU,2020-06-20 01:35:23
550,Almansa,38.87,-1.1,70.0,78,0,2.19,ES,2020-06-20 01:36:40
551,Faya,18.39,42.45,69.8,49,86,3.29,SA,2020-06-20 01:36:40
552,Waipawa,-41.41,175.52,61.0,93,100,9.46,NZ,2020-06-20 01:36:40
553,Visby,57.64,18.3,60.01,87,0,8.77,SE,2020-06-20 01:36:41
554,Carahue,-38.7,-73.17,46.4,93,100,8.05,CL,2020-06-20 01:36:41
555,Grindavik,63.84,-22.43,50.0,81,90,4.7,IS,2020-06-20 01:36:41
556,Ossora,59.24,163.07,57.56,65,0,7.4,RU,2020-06-20 01:36:41
557,Alyangula,-13.85,136.42,84.2,54,0,13.87,AU,2020-06-20 01:36:42
558,Cururupu,-1.83,-44.87,74.07,96,1,2.95,BR,2020-06-20 01:36:42
559,Boguchar,49.94,40.55,62.82,83,100,7.36,RU,2020-06-20 01:36:42
560,Jumla,29.27,82.18,66.43,63,68,2.95,NP,2020-06-20 01:36:42
561,Khovu-Aksy,51.13,93.6,62.51,45,64,2.64,RU,2020-06-20 01:36:42
562,Agadez,19.75,10.25,84.87,14,0,8.7,NE,2020-06-20 01:36:43
563,Vilhena,-12.74,-60.15,68.81,73,77,3.13,BR,2020-06-20 01:36:43
